2025-07-13 06:47:19,975 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:47:05,564 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:47:05,604 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:47:06,336 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:47:06,336 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:47:06,338 car_wrap.py, line 147, INFO:my car init ok 0.011864662170410156
2025-07-13 20:47:09,332 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:47:09,413 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:47:09,418 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:47:09,488 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:47:09,493 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:47:09,563 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:47:09,568 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:47:09,636 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:47:09,843 car_wrap.py, line 798, INFO:11
2025-07-13 20:47:09,844 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'task_help_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:47:15,156 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:47:17,587 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:47:21,860 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:47:44,933 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:47:46,888 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:47:51,322 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:48:15,314 car_wrap.py, line 881, INFO:all_task
2025-07-13 20:48:17,277 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:48:20,745 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:51:11,945 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:51:12,029 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:51:12,065 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:51:12,583 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:51:12,583 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:51:12,584 car_wrap.py, line 147, INFO:my car init ok 0.011288166046142578
2025-07-13 20:51:15,575 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:51:15,669 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:51:15,674 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:51:15,744 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:51:15,748 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:51:15,818 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:51:15,823 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:51:15,892 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:51:16,100 car_wrap.py, line 798, INFO:11
2025-07-13 20:51:16,100 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'task_help_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:51:17,677 car_wrap.py, line 881, INFO:all_task
2025-07-13 20:51:19,203 car_wrap.py, line 881, INFO:lane_test
2025-07-13 20:51:21,533 car_wrap.py, line 881, INFO:reset
2025-07-13 20:51:23,112 car_wrap.py, line 881, INFO:debug
2025-07-13 20:51:24,050 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 20:51:25,099 car_wrap.py, line 881, INFO:bmi_cal
2025-07-13 20:51:26,305 car_wrap.py, line 881, INFO:hanoi_tower_func
2025-07-13 20:51:28,258 car_wrap.py, line 881, INFO:debug
2025-07-13 20:51:29,727 car_wrap.py, line 881, INFO:reset
2025-07-13 20:51:30,665 car_wrap.py, line 881, INFO:lane_test
2025-07-13 20:51:31,982 car_wrap.py, line 881, INFO:all_task
2025-07-13 20:51:33,240 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:51:40,631 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:53:12,155 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:53:12,239 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:53:12,275 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:53:12,798 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:53:12,798 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:53:12,799 car_wrap.py, line 147, INFO:my car init ok 0.011101961135864258
2025-07-13 20:53:15,793 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:53:15,889 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:53:15,894 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:53:15,966 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:53:15,970 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:53:16,042 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:53:16,047 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:53:16,118 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:53:16,325 car_wrap.py, line 798, INFO:11
2025-07-13 20:53:16,326 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'task_help_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:53:21,052 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:53:22,471 car_wrap.py, line 881, INFO:follow_map
2025-07-13 20:53:23,835 car_wrap.py, line 881, INFO:task_help
2025-07-13 20:53:25,361 car_wrap.py, line 881, INFO:task_food
2025-07-13 20:53:27,099 car_wrap.py, line 881, INFO:task_help
2025-07-13 20:53:28,199 car_wrap.py, line 881, INFO:follow_map
2025-07-13 20:53:30,151 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:53:31,250 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:53:37,507 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 20:53:37,508 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 20:53:38,525 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 20:53:38,626 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 20:54:10,019 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 20:54:10,020 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 20:54:11,037 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 20:54:11,138 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 20:55:59,765 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:55:59,850 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:55:59,888 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:56:00,417 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:56:00,418 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:56:00,419 car_wrap.py, line 147, INFO:my car init ok 0.011551856994628906
2025-07-13 20:56:03,408 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:56:03,490 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:56:03,494 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:56:03,564 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:56:03,569 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:56:03,640 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:56:03,644 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:56:03,716 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:56:03,923 car_wrap.py, line 798, INFO:11
2025-07-13 20:56:03,923 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'task_help_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:56:07,796 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:56:09,161 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:56:10,206 car_wrap.py, line 881, INFO:all_task
2025-07-13 20:56:11,464 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:56:19,257 car_wrap.py, line 881, INFO:task_help_test
2025-07-13 20:56:53,652 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:56:53,736 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:56:53,772 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:56:54,290 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:56:54,290 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:56:54,291 car_wrap.py, line 147, INFO:my car init ok 0.01130819320678711
2025-07-13 20:56:57,273 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:56:57,371 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:56:57,376 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:56:57,447 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:56:57,452 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:56:57,522 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:56:57,527 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:56:57,598 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:56:57,806 car_wrap.py, line 798, INFO:11
2025-07-13 20:56:57,806 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'task_help_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:57:00,178 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:57:01,651 car_wrap.py, line 881, INFO:follow_map
2025-07-13 20:57:14,859 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 20:57:14,859 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 20:57:15,876 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 20:57:15,977 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
2025-07-13 20:57:31,142 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:57:31,579 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 20:57:31,602 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 20:57:31,602 serial_wrap.py, line 297, INFO:load program
2025-07-13 20:57:33,417 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:57:33,465 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:57:33,989 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:57:33,990 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:57:33,991 car_wrap.py, line 147, INFO:my car init ok 0.011510610580444336
2025-07-13 20:57:36,978 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:57:37,061 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:57:37,066 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:57:37,140 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:57:37,145 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:57:37,217 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:57:37,222 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:57:37,294 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:57:37,501 car_wrap.py, line 798, INFO:11
2025-07-13 20:57:37,502 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'task_help_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:57:41,958 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:57:43,271 car_wrap.py, line 881, INFO:follow_map
2025-07-13 20:58:39,797 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:58:40,234 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 20:58:40,255 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 20:58:40,255 serial_wrap.py, line 297, INFO:load program
2025-07-13 20:58:42,488 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 20:58:42,574 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 20:58:42,611 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 20:58:43,136 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 20:58:43,136 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 20:58:43,137 car_wrap.py, line 147, INFO:my car init ok 0.011350154876708984
2025-07-13 20:58:46,124 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 20:58:46,207 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 20:58:46,212 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 20:58:46,284 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 20:58:46,289 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 20:58:46,363 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 20:58:46,368 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 20:58:46,440 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 20:58:46,648 car_wrap.py, line 798, INFO:11
2025-07-13 20:58:46,649 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'task_help_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 20:58:50,302 car_wrap.py, line 881, INFO:arm_test
2025-07-13 20:58:51,026 car_wrap.py, line 881, INFO:follow_map
2025-07-13 20:59:32,591 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-13 20:59:32,592 serial_wrap.py, line 164, WARNING:尝试串口重连(1/3)...
2025-07-13 20:59:33,608 serial_wrap.py, line 170, INFO:串口重连成功，开始初始化...
2025-07-13 20:59:33,709 serial_wrap.py, line 178, WARNING:下位机握手/初始化失败，可能需要人工干预
